time_sec,time_nsec,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
1733338807,130066689,0,0,0,0,0,1e-11,1
1733338807,151069646,0,0,0,0,0,1e-11,1
1733338807,170797392,0,0,0,0,0,1e-11,1
1733338807,190058255,0,0,0,0,0,1e-11,1
1733338807,210038323,0,0,0,0,0,1e-11,1
1733338807,230746142,0,0,0,0,0,1e-11,1
1733338807,249973724,0,0,0,0,0,1e-11,1
1733338807,270044641,0,0,0,0,0,1e-11,1
1733338807,290885965,0,0,0,0,0,1e-11,1
1733338807,310059179,0,0,0,0,0,1e-11,1
1733338807,329992687,0,0,0,0,0,1e-11,1
1733338807,349976659,0,0,0,0,0,1e-11,1
1733338807,370605213,0,0,0,0,0,1e-11,1
1733338807,390457088,0,0,0,0,0,1e-11,1
1733338807,410117282,0,0,0,0,0,1e-11,1
1733338807,430073767,0,0,0,0,0,1e-11,1
1733338807,458075821,0,0,0,0,0,1e-11,1
1733338807,472846919,0,0,0,0,0,1e-11,1
1733338807,490200245,0,0,0,0,0,1e-11,1
1733338807,510051385,0,0,0,0,0,1e-11,1
1733338807,531689931,0,0,0,0,0,1e-11,1
1733338807,550032834,0,0,0,0,0,1e-11,1
1733338807,570025063,0,0,0,0,0,1e-11,1
1733338807,590176332,0,0,0,0,0,1e-11,1
1733338807,610910647,0,0,0,0,0,1e-11,1
1733338807,630277559,0,0,0,0,0,1e-11,1
1733338807,651216867,0,0,0,0,0,1e-11,1
1733338807,670054750,0,0,0,0,0,1e-11,1
1733338807,690127139,0,0,0,0,0,1e-11,1
1733338807,710044135,0,0,0,0,0,1e-11,1
1733338807,730162061,0,0,0,0,0,1e-11,1
1733338807,750056848,0,0,0,0,0,1e-11,1
1733338807,770069205,0,0,0,0,0,1e-11,1
1733338807,790941793,0,0,0,0,0,1e-11,1
1733338807,809986142,0,0,0,0,0,1e-11,1
1733338807,829985538,0,0,0,0,0,1e-11,1
1733338807,850042632,0,0,0,0,0,1e-11,1
1733338807,870722994,0,0,0,0,0,1e-11,1
1733338807,890159826,0,0,0,0,0,1e-11,1
1733338807,910153302,0,0,0,0,0,1e-11,1
1733338807,931145667,0,0,0,0,0,1e-11,1
1733338807,952065135,0,0,0,0,0,1e-11,1
1733338807,970049123,0,0,0,0,0,1e-11,1
1733338807,990829326,0,0,0,0,0,1e-11,1
1733338808,9977196,0,0,0,0,0,1e-11,1
1733338808,30747255,0,0,0,0,0,1e-11,1
1733338808,50260920,0,0,0,0,0,1e-11,1
1733338808,70282620,0,0,0,0,0,1e-11,1
1733338808,93755486,0,0,0,0,0,1e-11,1
1733338808,112080244,0,0,0,0,0,1e-11,1
1733338808,130052168,0,0,0,0,0,1e-11,1
1733338808,150861844,0,0,0,0,0,1e-11,1
1733338808,169988849,0,0,0,0,0,1e-11,1
1733338808,190954686,0,0,0,0,0,1e-11,1
1733338808,210028859,0,0,0,0,0,1e-11,1
